Time (s),Orientation X,Orientation Y,Orientation Z,Orientation W,Angular Velocity X,Angular Velocity Y,Angular Velocity Z,Linear Acceleration X,Linear Acceleration Y,Linear Acceleration Z
22.706,0.016980827184392207,-0.08635353604490467,0.0007388889007999632,0.9961195572640201,0.019646251967727214,-0.006633972942471647,0.006915972832813331,0.00037659251558211756,-7.035570158012818e-05,-0.0011960618281392096
22.906,0.016993222386027636,-0.0863441907611681,0.0007402067872505722,0.9961201550057354,0.019262015635680925,-0.0070644754787985795,0.006742552122918245,-0.00018992033751364938,0.0003889813358287518,-0.0005560587094869877
23.106,0.017003358554297174,-0.08633719430708056,0.0007412390817695593,0.9961205877009465,0.019325891406602486,-0.0070041884863841644,0.006769932572885216,5.077460709624408e-05,-6.490371542630744e-05,6.954674339273438e-05
23.306,0.017011752620208216,-0.08633114208684055,0.000742127705753324,0.9961209682690346,0.021228253626131097,-0.00509133309024598,0.007523376883853211,2.505503040842509e-05,-0.0020275521845878244,0.004177921580862988
23.506,0.01702404843094658,-0.08632193064119482,0.000743318940598639,0.9961215556057154,0.019798313909009733,-0.0062895997944240984,0.007004856004140617,0.00044260203992855433,0.0015599915014327355,-0.0037189864981645978
23.706,0.017029694589553324,-0.08631794842168011,0.0007439524308592254,0.99612180370537,0.019342809015069583,-0.006928735056374902,0.0067815416468184585,-0.000379953500018664,0.00045408523702474457,-0.0005130692853576815
23.906,0.017039449594056344,-0.08631089868665474,0.0007448433805137828,0.9961222470830435,0.020636829247073423,-0.005307688297291311,0.007385420980134556,0.0008526819734702121,-0.0013114898270402183,0.0017452652182631426
24.106,0.01687014854809547,-0.08697530792437272,0.00071694588537079,0.9960673571039376,0.01344234371681908,-0.03958933996077863,0.001973307022110697,0.21087654981258067,0.005403890903746683,0.07333023993975525
24.306,0.015015762909114369,-0.08845425685512194,0.000521297154598282,0.9959669168992221,-0.03115165018987108,-0.08171482245473706,-0.017201125275262383,0.3139895603404819,0.036899447581987474,0.13446267871827872
24.506,0.015197673284935995,-0.09045758882307095,0.0004943128953063808,0.9957842190985967,0.003601935390361309,-0.11283726141320147,-0.005411123665835015,0.30455516654391385,-0.032750437551822366,0.05896788501110554
24.706,0.01506021359591814,-0.09209198994092042,0.0004469701460039831,0.9956365077541378,-0.00026938720948526936,-0.09183561303353945,-0.004714876123508519,0.253594543939691,0.000656242075206571,0.04509251959377844
24.906,0.014929346989521277,-0.0925330481938957,0.00042493980594603673,0.9955975939186344,-0.0040116592080768464,-0.08704878000353829,-0.007114333347697647,0.19859043772943744,-0.0002675645572797758,0.07207879121555691
25.106,0.014655828451656444,-0.09422812931097996,0.0003744473487446065,0.9954426784743218,-0.003952056987389422,-0.08686823146816498,-0.007545429691158773,0.16660836107465196,-0.0010010393395892703,0.0650105960175521
25.306,0.014312796767564834,-0.0962528175802858,0.000312840024118514,0.9952539580869126,-0.003666322415269691,-0.0867544492693864,-0.00781891235695843,0.14189171503917566,6.635987994038176e-05,0.0560961878880188
25.506,0.014734338931134395,-0.09466612447665558,0.0003280109078967567,0.9953999781704224,0.03465813405486674,-0.02313691851649509,0.009500574123707715,0.059828705125938575,-0.039095036626576436,0.0824666468500968
25.706,0.014210327255280887,-0.0975457169297578,0.00024096410784750402,0.9951295602303533,0.0007064045284853395,-0.03263714521493582,-0.0015511114382568893,0.029559190428501133,0.02955017055887471,0.08413724258156624
25.906,0.013305036994981572,-0.10266793219263179,7.869698506487425e-05,0.994626696553353,-0.008617878397956785,-0.12398538323978259,-0.008874963081349507,0.05214075593722729,0.003694443093301988,-0.02541196914729761
26.106,0.01352274490986082,-0.10312753549601812,9.844281917507405e-05,0.9945762098007532,-0.0027073326664857496,-0.07992431517686857,-0.0059611322759908925,0.08717707063623954,-0.010703516233414829,-0.007066714969990511
26.306,0.0136073660152998,-0.10462412789046248,8.774937339498895e-05,0.994418736626243,-0.0024103951348894326,-0.07988267735563052,-0.006461767940938402,0.05003212298695484,-0.0012270398700965149,0.02169500871183852
26.506,0.013618415028150073,-0.10632890272664515,6.422832273204266e-05,0.9942377477705177,-0.021801033528825575,-0.015871896600066996,-0.01719784272206321,0.03315884312190925,0.02795873592062692,0.08184927389584763
26.706,0.01362770262772667,-0.1050942201411546,5.028465346409955e-05,0.9943688893390956,0.025286276607241854,0.018179147668000356,0.015938957092081034,-0.10985852756894099,-0.05230772354709479,0.17096025554171687
26.906,0.01370977587046263,-0.10929235272872363,-4.5260359702244165e-06,0.9939150988188664,-0.007874755941369944,-0.11223591874899791,-0.009821767679857487,0.047374523943779445,0.03334983484719882,-0.1947328531357924
27.106,0.013615376520017592,-0.11043429420533758,-3.3230565163449845e-05,0.9937901624997686,-0.0028437356228937375,-0.07482478894764187,-0.0032508246602158857,0.04205571918546608,-0.010158432585817796,-0.02001906108644831
27.306,0.013760549898106522,-0.11121943893403628,-2.894460676180681e-05,0.993700600197016,-0.002642078043423508,-0.07488362356736267,-0.0032754179649933483,0.015613636127490999,-0.0018290965633795495,0.007093950168052894
27.506,0.013843363668529113,-0.11246907391323918,-3.75934326866761e-05,0.9935587890417824,-0.0022946631691677126,-0.07494259044382325,-0.003307296303816757,0.013231121148444457,-0.0002866853383930189,0.0061735009878841835
27.706,0.014401905248174892,-0.11016166627711023,1.8672591377532268e-05,0.9938093338561516,-0.003995371245758254,-0.035485824673832586,-0.006031088799958736,-0.05310780230128588,0.00937848351364045,0.05871025140104988
27.906,0.013042608897687474,-0.11362522824101431,-0.0001711347251845404,0.9934380547237082,-0.003846194930523875,-0.13363082505533597,-0.011544412868413586,-0.09988827515856108,-0.0010061574818141278,0.0169346897827632
28.106,0.013115721928925815,-0.11593662221677382,-0.00019545816659948082,0.9931699951485412,-0.00046375387503685744,-0.07152427540869911,-0.005530644974907064,0.07139400945752761,0.0029103433306187326,-0.09237238812593676
28.306,0.01313047072639207,-0.11608361039448714,-0.00019672016318019345,0.9931526304840872,-0.00046582461714563504,-0.07140773777901205,-0.005604125138451986,0.005205245357171235,-0.00015269970003911664,0.002480512300174793
28.506,0.012978015285467041,-0.11697760496303047,-0.00022645828304901505,0.9930497267372915,-0.00019296813227006023,-0.07151786018509193,-0.005494293883795703,0.0043829199679678126,-0.0003876101776049397,0.002083346317521494
28.706,0.013501806479915942,-0.1144657195573448,-0.00016452783487160577,0.9933354283416,0.015349373602863233,-0.02902588974371751,0.003916070934983138,-0.04855270842922653,-0.018078721044420286,0.017381438696635197
28.906,0.012511656512357878,-0.11629926795632393,-0.0002927056221931114,0.9931353649163637,-0.0034415034189418676,-0.045697939966880874,-0.003505708739603899,-0.06814407513414147,0.019185358878031262,0.02132279088090031
29.106,0.011696290801979103,-0.12097998894319663,-0.00045126309043752485,0.9925859335183039,-0.009131229867838406,-0.11954779985300674,-0.009862336689286037,-0.017973649199153327,0.007786876866464024,-0.04087000844044366
29.306,0.011282056689532137,-0.12009556762437822,-0.0004989149212023156,0.9926981015987358,-0.0045334610230822,-0.07009437806079451,-0.006726915918474243,0.03789784958963605,-0.005519566782319484,-0.030527917616368336
29.506,0.010649283572727613,-0.12039542427986392,-0.0005793891946128904,0.9926687256481995,-0.004372142941893074,-0.07000786138831314,-0.006827347762936575,0.00455531825305868,-0.0007651845052950234,0.002254820423952319
29.706,0.00996794045971078,-0.12096326585147611,-0.0006677584637168453,0.9926067109264227,-0.00426774172682658,-0.06999934110313531,-0.006736891174313268,0.003839658456121097,-0.0004229143692071357,0.001993413981039897
29.906,0.010336172107118388,-0.1179170458301477,-0.0006340638029949405,0.99296945160058,-0.01454653727426323,-0.05566845337949012,-0.009180786241861593,-0.08389957751814932,0.008096952909164517,0.06967169005044922
30.106,0.008020700309123082,-0.12076288982207664,-0.0009306165277995279,0.992648541408917,-0.06634263866622607,-0.0880709986875821,-0.0383077899249239,-0.07750256935563256,0.05013477295155928,-0.01182113628321006
30.306,0.007455949324301452,-0.12453415775404382,-0.0010388047732176736,0.9921867632944957,0.0015289583441273436,-0.10199700627011125,-0.0034181232818233103,0.03488903069139251,-0.06374973125609074,-0.07989652394033976
30.506,0.00730385506501328,-0.12495867737002116,-0.0010577758696145305,0.9921344988263104,-0.002424272260586428,-0.08379054357314204,-0.004624245741008991,0.0135103617895983,0.004456820223245115,-0.01215116716558341
30.706,0.006865503236948431,-0.12652523984127786,-0.0011227137445019798,0.9919389941232568,-0.0027658434752649104,-0.08431647775761063,-0.004605025070607615,0.00013757304757022827,0.000303994741542231,-0.0003923349065648521
30.906,0.006797524021680588,-0.12771842556546448,-0.0011345498418791039,0.9917865245277886,0.0050625715527088545,-0.07363217428388324,0.001819926902405911,0.008604160876846826,-0.0015715830113258713,-0.00791076867366381
31.106,0.006797882713607032,-0.12567211422462415,-0.0011491822291714322,0.9920478757989099,-0.006857040877029181,0.018470429539465153,-0.003458348770659699,-0.0624135867061729,0.0010039011011997924,0.06108104173222164
31.306,0.006758830828793662,-0.12931456714331704,-0.0011667225332305752,0.9915799008092564,-0.012304030738588951,-0.11202829465631273,-0.011612313723753421,-0.11001935699168187,0.008898403641783337,0.007496418325048447
31.506,0.006803677417569881,-0.13247789914328326,-0.0012001147292666845,0.9911618818017652,0.009238802710152703,-0.11907551652655053,0.0013966109662049127,0.039431925168031054,-0.021048876993440054,-0.09325821543999828
31.706,0.006839710733396504,-0.12949217320475848,-0.001167198237080373,0.9915561673874393,0.004239548868615423,-0.06151875473759597,0.005254343931167004,0.030735932971042657,-0.00198727479174062,-0.008263842654016801
31.906,0.007087052131642999,-0.12833652429250456,-0.0011254617325036928,0.9917047159111888,0.0048688359308009565,-0.06111949447826613,0.005384551595735915,0.004428993972326977,-0.0005330819148388,0.0022472174474785
32.106,0.007410336027085828,-0.1275301377262094,-0.0010770314555332376,0.9918064281374384,0.005429780901478646,-0.060866037674141726,0.005227198687278931,0.003739988459982732,0.00012304460584980543,0.0019934923745099603
32.306,0.007755597891412521,-0.12318138834160554,-0.0010405029812077342,0.9923533209603965,0.02140550356806501,0.002741726029792945,0.010658246553345168,-0.057530693776416494,-0.009069841909380231,0.03129304681328908
32.506,0.007616964634388246,-0.12307792602894045,-0.0010408489162015576,0.9923672317281073,0.017273948297670975,-0.053023171000461417,0.006737032567311277,-0.07089250093987158,0.001618712899168112,0.013046051949271992
32.706,0.008257401808071238,-0.1261534774760013,-0.0009799916362410142,0.9919758843099389,0.003580170028155994,-0.08278418889984641,-0.0009126360369997268,0.04768774205520228,0.01748539146502046,-0.07047357592284677
32.906,0.008201491822414676,-0.1253882625534051,-0.0009777581911938652,0.9920733658024717,-0.0011761862092906647,-0.039394846332388635,-0.0021822539285393104,0.0652466869270476,0.005549818128434171,-0.020881753238168835
33.106,0.007903462754980464,-0.12221240444216719,-0.00098900994100409,0.992472007331331,-0.004342976789103493,-0.035242145493799,-0.0035403170869369484,0.029646182372249797,0.002558632085477193,0.013174872584546232
33.306,0.008118467688384408,-0.12063215517288263,-0.0009502692708601148,0.9926636240988441,-0.0040197505807190856,-0.0343317501689776,-0.0033304322062488964,0.023888342113344098,-0.0005691015875769936,0.012522967646032291
33.506,0.008520068513836819,-0.11924794196298362,-0.0008903768947342668,0.9928275499799034,-0.003609394985640818,-0.033536149101315145,-0.003107045061518508,0.020519689028368062,-0.0005543461789566775,0.010698723678049525
33.706,0.009065711748604335,-0.11353895973461242,-0.0008092131664389044,0.993491853347034,-0.016093609274179407,0.14099897075120416,-0.0029811668667676324,-0.06939421154882393,0.005989222954355181,0.13891194997726022
33.906,0.009905347729063166,-0.11823823209090062,-0.0006998878952257731,0.9929356045158815,-1.3365825825946423e-05,-0.12708342838879313,-0.006119985520909305,-0.08994339332931621,-0.013464431136181702,-0.0472687180961354
34.106,0.00888142423285906,-0.12050391575307155,-0.0008431637921231459,0.9926727636369361,-0.02657334641147727,-0.10841124309888978,-0.017981174362591647,0.12657241278126913,0.031044144428866747,-0.1204960089821295
34.306,0.007761091865197501,-0.1168034075900884,-0.0009413476850786448,0.9931242839105987,-0.02407652762176509,-0.046493284237675396,-0.01359213781435623,0.0773821807692366,-0.0030551727822500396,-0.0011339524586968875
34.506,0.007527198449345271,-0.11416197797698244,-0.0009464737453845737,0.9934331825821686,-0.022209520245815857,-0.04262367535799799,-0.012254012120914162,0.03922388818398014,-0.002088574859782372,0.021860335696375556
34.706,0.007559420073314188,-0.11216483912837197,-0.0009269152955234743,0.9936604273389862,-0.022650325478441508,-0.0431684769956883,-0.012183509214949064,0.03443320240977014,-4.173750097663425e-05,0.014732683987573022
34.906,0.009616012210211194,-0.1059803125478431,-0.0008164354232947981,0.9943213962771968,0.030445235489471225,0.08792044385486454,0.01512670414879919,-0.04726427172547006,-0.04908988008877817,0.11624594454153
35.106,0.01022199607452543,-0.10878963371572817,-0.0007810823488162206,0.9940119296580975,-0.00954719635034268,-0.13890768646963542,-0.010584655671118484,-0.10159399783918212,0.0317033877181624,0.009437494696561159
35.306,0.010913076460304528,-0.10936333758883009,-0.000712924950626825,0.9939416768058467,0.008924551003446218,-0.07376782875821762,0.0007482759722466713,0.14084465634958912,-0.012325131663488458,-0.10126115850281635
35.506,0.012442680059114202,-0.10452630627073681,-0.0004913190373217509,0.9944441611352275,0.02491283378914699,-0.01484318041721115,0.010525773148133317,0.1009091647744515,-0.012982880658059252,-0.012442044279156572
35.706,0.012576407654665184,-0.10114507036878062,-0.00043598779135796346,0.9947920981920011,0.02533679439991672,-0.012395154659622255,0.010490054874390618,0.05665714763176092,-0.0009811144846371663,0.024195825892018775
35.906,0.012016447468328976,-0.09753165627547758,-0.0004552357667599248,0.9951597729886391,-0.04003676618016473,0.09955528802883258,-0.010986098534069365,0.027395713423222997,0.052573155008237483,0.1316727860942815
36.106,0.010069291945336494,-0.09330500403536528,-0.0005843981221931131,0.9955864824617271,0.01690691050941003,-0.041551065089110994,0.008419366691384846,-0.09805922650817762,-0.04809938434555771,-0.018293191815734335
36.306,0.009413342390652458,-0.09743641867178891,-0.0006884544359630365,0.995196995238602,0.012639218166505265,-0.08064782381658174,0.0021607362258410016,0.08474697764985654,0.004694024795439988,-0.08792576276013556
36.506,0.008973496192934829,-0.09596624172307544,-0.0007195346097975754,0.9953438798151969,0.004585367527979697,-0.039137985134610566,0.0004806140604894427,0.09840688701904692,0.007709497064503601,-0.0013110550394462095
36.706,0.008224405004572527,-0.09351612826005978,-0.0007707758018387832,0.9955834966602412,0.004211715274043694,-0.03700433532329854,0.0005660091862804357,0.06625497011731842,-0.0003740465937744448,0.02593512611303943
36.906,0.005731281771622632,-0.09302290568362223,-0.0010052333550580397,0.9956469660142254,-0.01129984500906587,-0.05137747622718984,-0.005980008656738602,0.055736019291448426,0.01223498023966798,0.007115176143170202
37.106,0.006059234874354392,-0.0867561346599279,-0.0011499153785644498,0.9962104880326386,-0.02368154049573691,-0.02888370539265795,-0.008109278030226147,-0.08929909702265366,0.009262288090305467,0.06915210988127088
37.306,0.003747911916001482,-0.08915391782014469,-0.0013730075298684298,0.9960098628748171,-0.02041552899207633,-0.06308001339344231,-0.008889803000037484,0.08179784663785031,-0.003274248332915418,-0.06591425956254392
37.506,0.004498260831624733,-0.08657983605622799,-0.0013077452461905269,0.9962339019729947,0.0048340518649390846,-0.03206613028442886,-0.002512584689814596,0.09479792922437552,-0.017147810268628917,0.004978506354064065
37.706,0.003995748982374858,-0.08466060384741261,-0.0013449631311574007,0.9964009269467974,0.006684556693388976,-0.027559781096655193,-0.002058367135400741,0.06751110153543605,-0.0020220467079510992,0.02119511641148564
37.906,0.003370755663755058,-0.0791145534318811,-0.0014500449093712662,0.9968587777670869,0.0431247987133843,0.013400031279140526,0.013921572955638954,-0.00834362687991357,-0.039965135335073246,0.09465416669828393
38.106,0.001679239546168213,-0.08227479023023257,-0.0015947617270222687,0.9966069916382044,-0.028444228405813718,-0.08693920775958741,-0.010400465211060729,-0.0020821943647149157,0.0630063508668706,-0.08763269560588949
38.306,0.002211925257863393,-0.07807637693890064,-0.0015475989262320724,0.9969437254370539,0.025209662856059172,0.01351151599271713,0.008257740372935665,0.1478328834066316,-0.04789656571003817,-0.039599799932099944
38.506,0.002612459760766727,-0.07346020953786807,-0.001504958038292804,0.9972935915616594,0.01094585916191593,-0.0017595433989066132,0.003274456618629547,0.0728160086981109,0.012176217342404438,0.040415709077188965
38.706,0.0036013384866594254,-0.06746633656686757,-0.0014187267022647966,0.9977140427025646,0.03072967996930944,0.031707061391898154,0.009035938721467357,0.04973172535918139,-0.01779694040990116,0.04764588179531788
38.906,0.0015612765174117767,-0.06669335076271034,-0.001553411906245603,0.9977710891237167,-0.012692440947923288,-0.11226163763180155,-0.005623431941318104,-0.05733168499663194,0.0366018513521865,0.032205256281387894
39.106,0.001898596284134321,-0.06279693705648094,-0.0015279540444560614,0.9980233491181018,0.009980932489868196,0.0031739060787015433,0.0028003705546363607,0.18885070103837148,-0.018213993613806358,-0.11231978023435099
39.306,0.00155800459859771,-0.057991930945171896,-0.0015410018337324886,0.9983146467323164,0.009533346999011174,0.0072900267193274255,0.0025733054897590355,0.1036580146200071,-0.00038632970756018913,0.024477696839721133
39.506,0.0027028579867268993,-0.052643929259563405,-0.0015698681114834894,0.9986084551939917,-0.010879729577376764,-0.10257528487612974,-0.037194405110783174,-0.008356772699089436,-0.008771722932627029,0.14944655155926254
39.706,0.0010557588155395894,-0.05204451646524683,-0.0017061417332913749,0.9986427503164523,0.014410606892367466,-0.014026731943081643,0.0029472325358095575,0.11296667897180451,0.001747847796655209,-0.1962060575633644
39.906,0.001074233969199959,-0.045389230011319594,-0.0016994414691822266,0.9989673546813489,0.009201332279666536,0.014958269268398052,0.0017321013451971257,0.1426673173067433,0.0037509166938496366,0.004807339000185484
40.106,0.0009127530462225603,-0.03798690810664641,-0.0016439065017680402,0.9992764678835319,-0.041900243009178544,0.1617521558017285,0.015172329678106325,0.10612300529293713,0.02025261792202147,0.14669489422517282
40.306,-0.0008378576251322976,-0.03806811002806789,-0.0017459197298730757,0.9992732703108734,-0.015183715816629867,-0.12215291325768445,-0.0029441124398519774,-0.028301535126338477,-0.002523733518086393,-0.15867479657069739
40.506,0.00014413989783985208,-0.03181955704259567,-0.001713251171884027,0.9994921509365268,0.008009937459184909,0.022344240740935287,0.0003920094586184897,0.19899765331511898,-0.021202662312646954,-0.043876112300247176
40.706,8.517468787319823e-05,-0.025671607133340872,-0.0017081461959734682,0.9996689669930928,0.06667447386202925,0.14894865213313876,0.01357944003227709,0.15281046625368025,-0.0626415562924011,0.12661778407021831
40.906,-0.0017399883635380912,-0.02376457356200822,-0.001766133683981026,0.9997145083751267,-0.018182497378231053,-0.13181294995166426,-0.00245133113192992,-0.05199735179998659,0.08236227883890385,-0.12290700157744419
41.106,-0.0008513874673421779,-0.01748316529791608,-0.0017546824346652118,0.9998452556071363,0.007961858176082841,0.030117205960151525,0.0003967641413786019,0.2115322100297132,-0.02135104076620633,-0.07327091431226194
41.306,-0.00133742373252136,-0.009423581441835475,-0.0016912949137289264,0.9999532723743063,-0.03874061708653033,0.10968826631448263,-0.0017256446195315959,0.12749854710711797,0.03969637571082075,0.07374007672745193
41.506,-0.0026243345771465084,-0.010817386179114824,-0.001784758624425573,0.9999364538114068,0.00860094475747541,-0.00474752695159009,-0.0002084746219356829,0.03803674507573535,-0.04516836255094982,-0.1553842571474449
41.706,-0.0020317326724590547,-0.002793151718867813,-0.0017966089214819126,0.9999924212523845,0.007493518959430171,0.037372984357914765,-0.00020034718927011306,0.17338908209393197,0.00212092973311749,-0.004764224865353164
41.906,-0.0034282505812427964,0.0053013066761282155,-0.0018069477894571448,0.9999784388601407,-0.03059030250686397,0.17347800912813693,0.001494863115179275,0.09885492121232659,0.03400833006522894,0.1838812832608585
42.106,-0.0030041321129752447,0.0059339627720112805,-0.001812231357367623,0.9999762392645015,0.013141788602826965,0.04200484289284145,-0.0008120746917424685,0.09534652486252516,-0.04164774295272772,-0.28476826173898906
42.306,-0.0035745056616292028,0.013388838451552332,-0.001694458265735907,0.9999025406135235,-0.045378183162199964,0.18377342191807508,0.02589480258358944,0.1727484680150038,0.03197548472054486,0.12046405527044292
42.506,-0.0049139759958371915,0.012505828195116048,-0.001786905725642475,0.9999081278142479,0.02077625385556617,0.027611664227921877,-0.0013407926118698633,0.012100930136405074,-0.04331847406930619,-0.25762819816886157
42.706,-0.0048863877775276315,0.01971575663150118,-0.0018186971464494014,0.9997920306221811,-0.0011204361974542815,0.03577748011907789,-0.00046025180803335123,0.16730727154167901,0.017687182278143754,0.022229673435054272
42.906,-0.006341505580910667,0.02199080387275083,-0.00173886619544035,0.9997365483948019,-0.010395551474974177,-0.07290614926570171,0.003907834750415474,0.001966982092019807,0.007178532001339156,-0.06420870930928643
43.106,-0.005965325995738377,0.02762134810864494,-0.0017794582144985565,0.9995990744007762,-0.0028590159083502057,0.034475942586557014,-0.00025747310333178847,0.19319820183625716,-0.00966209078421132,-0.04570731923124651
43.306,-0.0072225554994880745,0.03365765277238248,-0.0017387892604822412,0.9994058103262249,-0.01961217415671318,-0.2195574345470429,0.009060558618814578,0.024650743254777795,0.01850102464149346,0.22816543286950403
43.506,-0.007028562505795339,0.03491882386970079,-0.0017529579603639987,0.9993638987811438,-0.001992973952181849,0.03558642420994047,-0.0006284104151796315,0.15143777998861432,-0.022319861514450586,-0.3342247280472048
43.706,-0.008306350922160675,0.041741194034920354,-0.0016409979164941461,0.9990925804852798,-0.016281218656144954,0.0006155564555137111,0.003967505065700341,-0.027527838263653286,0.0157465775683212,0.05493910690714614
43.906,-0.007910535985889427,0.0414285601322175,-0.0016536999824212247,0.9991087844184714,-0.004029641900289284,0.03204166120011666,8.652604559720913e-05,0.05270299721233463,-0.015860990769879957,-0.13368169936398158
44.106,-0.00931684405504058,0.04814029087538491,-0.0015326539606263661,0.9987959550294166,-0.02543271909949356,0.05783082729261401,0.004485602446184568,-0.05070217601663862,0.02529201118035882,0.12095023533862162
44.306,-0.00980814639443233,0.04561401007213015,-0.0014865029176889784,0.9989098821507979,-0.005059569844260387,0.017826264715918187,0.0011020127310692692,0.028662828925858194,-0.025148747256294023,-0.16552238282172146
44.506,-0.011310226023518064,0.05232801659526499,-0.001387778068480381,0.9985649360650188,0.026066843789041477,0.2118407788703408,-0.01768957767793546,0.03727278670510151,-0.01980305317085599,0.26706147981163186
44.706,-0.012254540128487302,0.04954427832508703,-0.001309794041231835,0.9986958872304698,-0.01639038245894654,0.013320010932479975,0.0035077277290326988,-0.04505224499704126,0.02723886761707565,-0.2917720409527416
44.906,-0.0149513739691842,0.05238627071446257,-0.0012160713271760406,0.9985142243491536,0.07611952724394465,0.17407162876546717,-0.024223840011448432,0.022446056134575957,-0.06425899298497108,0.28561535983231306
45.106,-0.013722165667660265,0.05101291370303512,-0.0012634966601610673,0.9986029182718754,0.0010173321331644306,0.048724988926348745,-0.0028295637476400694,-0.005374007648456112,0.04495594201649014,-0.33794808189690073
45.306,-0.01646365719781077,0.05887323313302091,-0.0011976039754200848,0.9981289777162349,-0.05112348976281104,0.0652869200744794,-0.020146970852433214,8.702283846798113e-05,0.055244350631708586,0.22920602200744528
45.506,-0.017239827417918935,0.055531486648929755,-0.0010551044666032932,0.9983075323244459,-0.0033835919257445466,0.034295054264928536,-0.00163829263275135,-0.010993752387148307,-0.052606915018230484,-0.22188206253049458
45.706,-0.02001433933075157,0.060390292133362354,-0.0010519085919686272,0.9979736130407031,0.027966779612798705,0.26738598158058974,-0.07269059470057986,0.13863327246680093,0.016405760842034434,0.19649641039851892
45.906,-0.0208596468903096,0.05796224780171147,-0.001001408267329187,0.9981003206806753,-0.0028312674609575587,0.02803487503064757,-0.0033320818923784678,-0.14866791564674414,-0.019171990768969197,-0.21548288578521202
46.106,-0.021234533132010423,0.06207240788586087,-0.00107499826491702,0.9978451559037842,-0.024908017809104687,0.13052768118577393,-0.00922458347461567,0.07065594507440345,0.024541173167890867,0.044458456423361506
46.306,-0.02304680301897914,0.05956622254208608,-0.0008840244794326047,0.9979578791228569,0.0027510561566622014,0.0169536914824117,-0.0025361105471276946,-0.10540179588176617,-0.034150450745959696,-0.05542669549472256
46.506,-0.02367644689433383,0.06393490774828153,-0.000952583742021285,0.9976727148809338,0.0006726440638436262,0.04974436869677054,-0.004899252388686758,0.04692786765069771,-1.269369662874805e-05,-0.017465347087496308
46.706,-0.025592405426751005,0.0615041156325499,-0.0007949962994622295,0.9977783524037864,0.008869450219071774,-0.0389458032148049,0.0017760793068785229,-0.06692555774333135,-0.003067653402516274,0.04728881581104972
46.906,-0.026137105899264018,0.06368327950532224,-0.000823485830101793,0.9976274923425805,-0.0011386593979724239,0.027947895037578514,-0.0026554641620927626,0.04600735043527621,0.0027748839412123256,-0.052305069321801394
47.106,-0.028122216933704057,0.06045358920563298,-0.0006545511408595832,0.997774561727094,0.0005736582246352988,-0.05660594145478906,0.006551922495099381,-0.05392913555711353,0.006510651929753012,0.0811722528559139
47.306,-0.028939843278516453,0.06171917848359776,-0.0006489851772397518,0.9976736978073365,-0.0035526895282085797,0.02118152754418933,-0.0017810874138387363,0.052365411759768686,-0.00452979622904979,-0.06504125371399107
